institution,publisher,collection,years,lengthofagreement,packageprice,carnegiebasicclassification,fte,source,url,notes,value,gbpvalue,usdvalue,createdAt,created_date,_id
University of Roehampton,Royal Society of Chemistry (RSC),Unclassified,2012,1 year,£ 318,N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,318,318,413,1.61237E+12,2021-02-03 1718.01,TzycAEEHsjpMyfJPR
University of Roehampton,Springer Nature,Unclassified,2012,1 year,"£ 27,697",N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,27697,27697,36006,1.61237E+12,2021-02-03 1718.01,xWsfJZ54y3L5jTXom
University of Roehampton,Royal Society of Chemistry (RSC),Unclassified,2013,1 year,£ 328,N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,328,328,426,1.61237E+12,2021-02-03 1718.01,kykbuv3WNDDZ933ub
University of Roehampton,Sage,Unclassified,2013,1 year,"£ 28,052",N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,28052,28052,36467,1.61237E+12,2021-02-03 1718.01,q8HmL6dhQ4Egtomd5
University of Roehampton,Wiley,Unclassified,2013,1 year,"£ 60,578",N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,60578,60578,78751,1.61237E+12,2021-02-03 1718.01,nyHGKhrZjsHCZQzo5
University of Roehampton,Cambridge University Press (CUP),Unclassified,2014,1 year,"£ 7,657",N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,7657,7657,9954,1.61237E+12,2021-02-03 1718.01,fu6QhPnXr5fcPTrj2
University of Roehampton,Sage,Unclassified,2014,1 year,"£ 28,004",N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,28004,28004,36405,1.61237E+12,2021-02-03 1718.01,Xv2AGPv2dXpRDeNRQ
University of Roehampton,Cambridge University Press (CUP),Unclassified,2018,1 year,"£13,868",N/A,12165,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,13868,13868,18028,1.61237E+12,2021-02-03 1718.01,oLRzwPR7AhwQpix9L
University of Roehampton,Oxford University Press (OUP),Unclassified,2019,1 year,"£20,698",N/A,12165,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,20698,20698,26907,1.61237E+12,2021-02-03 1718.01,nxxxXHuYKHHhbQamh
University of Salford,Cambridge University Press (CUP),Unclassified,2011,1 year,"£ 9,661",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,9661,9661,12559,1.61237E+12,2021-02-03 1718.01,wqpwkLSGaRsw7spFE
University of Salford,Institute of Physics Publishing (IOP),Unclassified,2011,1 year,"£ 12,033",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,12033,12033,15642,1.61237E+12,2021-02-03 1718.01,BHJbZ8pSCzFTE2zJW
University of Salford,Royal Society of Chemistry (RSC),Unclassified,2011,1 year,"£ 3,940",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,3940,3940,5122,1.61237E+12,2021-02-03 1718.01,SxfBks8Asnujq2cXj
University of Salford,Sage,Unclassified,2011,1 year,"£ 67,564",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,67564,67564,87833,1.61237E+12,2021-02-03 1718.01,2MsWtdpvRb24Hxmnd
University of Salford,Wiley,Unclassified,2011,1 year,"£ 99,678",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,99678,99678,129581,1.61237E+12,2021-02-03 1718.01,3xhGbbQ4aMrpe3c2d
University of Salford,Taylor & Francis,Unclassified,2012,1 year,"£ 154,818",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,154818,154818,201263,1.61237E+12,2021-02-03 1718.01,4FXwHiE35PbGPRAmH
University of Salford,Royal Society of Chemistry (RSC),Unclassified,2013,1 year,"£ 4,716",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,4716,4716,6130,1.61237E+12,2021-02-03 1718.01,MhjoLeZhyXrwD6iBT
University of Salford,Springer Nature,Unclassified,2013,1 year,"£ 39,795",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,39795,39795,51733,1.61237E+12,2021-02-03 1718.01,x8t6Xxc5deF2uzhYM
University of Salford,Oxford University Press (OUP),Unclassified,2014,1 year,"£ 13,002",N/A,19320,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,13002,13002,16902,1.61237E+12,2021-02-03 1718.01,SiHnqSeLLPoDiHiXf
University of Salford,Elsevier,Unclassified,2017,1 year,"£357,726",N/A,19320,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,357726,357726,465043,1.61237E+12,2021-02-03 1718.01,jyoehGPN5rrgXb4uQ
University of Salford,Elsevier,Unclassified,2018,1 year,"£363,955",N/A,19320,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,363955,363955,473141,1.61237E+12,2021-02-03 1718.01,BLPtXh9FTGTKzaYCv
University of Salford,Oxford University Press (OUP),Unclassified,2017,1 year,"£12,979",N/A,19320,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,12979,12979,16872,1.61237E+12,2021-02-03 1718.01,QbSZRLBRk7aLRuKBu
University of Salford,Oxford University Press (OUP),Unclassified,2019,1 year,"£14,323",N/A,19320,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,14323,14323,18619,1.61237E+12,2021-02-03 1718.01,PCanGWm239fve7iLn
University of Salford,Sage,Unclassified,2015,1 year,"£72,945",N/A,19320,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,72945,72945,94828,1.61237E+12,2021-02-03 1718.01,nsuJ5Yxdf2SzhXjgJ
University of Salford,Sage,Unclassified,2018,1 year,"£129,013",N/A,19320,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,129013,129013,167716,1.61237E+12,2021-02-03 1718.01,q7g6WqdztQGRog2pk
University of Salford,Wiley,Unclassified,2017,1 year,"£118,682",N/A,19320,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,118682,118682,154286,1.61237E+12,2021-02-03 1718.01,Su9XEYhJKKdzo2imJ
University of Sheffield,Royal Society of Chemistry (RSC),Unclassified,2010,1 year,"£ 21,145",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21145,21145,27488,1.61237E+12,2021-02-03 1718.01,CBmTwm8gaBrPCgXNz
University of Sheffield,Institute of Physics Publishing (IOP),Unclassified,2011,1 year,"£ 20,042",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,20042,20042,26054,1.61237E+12,2021-02-03 1718.01,NvAaQS3t43yMcGBrH
University of Sheffield,Sage,Unclassified,2011,1 year,"£ 88,266",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,88266,88266,114745,1.61237E+12,2021-02-03 1718.01,aF9qA2Z76YHuBeXmg
University of Sheffield,Elsevier,Unclassified,2012,1 year,"£ 670,084",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,670084,670084,871109,1.61237E+12,2021-02-03 1718.01,nRcrEaYYE393qPXtL
University of Sheffield,Elsevier,Unclassified,2013,1 year,"£ 672,661",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,672661,672661,874459,1.61237E+12,2021-02-03 1718.01,nWd2hvr4ocMZkRbDW
University of Sheffield,Institute of Physics Publishing (IOP),Unclassified,2013,1 year,"£ 21,968",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21968,21968,28558,1.61237E+12,2021-02-03 1718.01,naNaZ5TwpEJsEk2K5
University of Sheffield,Springer Nature,Unclassified,2013,1 year,"£ 129,365",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,129365,129365,168174,1.61237E+12,2021-02-03 1718.01,gjYxZj4pE8nhT64FY
University of Sheffield,Taylor & Francis,Unclassified,2013,1 year,"£ 178,243",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,178243,178243,231715,1.61237E+12,2021-02-03 1718.01,yX9uEZprpTQBKApyb
University of Sheffield,Cambridge University Press (CUP),Unclassified,2014,1 year,"£ 35,088",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,35088,35088,45614,1.61237E+12,2021-02-03 1718.01,K6LuT3cPXqkKoirmT
University of Sheffield,Taylor & Francis,Unclassified,2014,1 year,"£ 196,232",N/A,34330,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,196232,196232,255101,1.61237E+12,2021-02-03 1718.01,3ZGWwGMQwfdMrJP6u
University of Sheffield,Elsevier,Unclassified,2015,1 year,"£692,504",N/A,34330,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016). Figures include VAT.,692504,692504,900255,1.61237E+12,2021-02-03 1718.01,7BMCnn3XQGotsEiJJ
University of Sheffield,Institute of Physics Publishing (IOP),Unclassified,2019,1 year,"£37,847",N/A,34330,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,37847,37847,49201,1.61237E+12,2021-02-03 1718.01,DFLcSpf6odwt6ZWRA
University of Sheffield,Springer Nature,Unclassified,2015,1 year,"£132,297",N/A,34330,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016). Figures include VAT.,132297,132297,171986,1.61237E+12,2021-02-03 1718.01,7Qi3kmMkKDHYymzk7
University of Sheffield,Springer Nature,Unclassified,2016,1 year,"£151,601",N/A,34330,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016). Figures include VAT.,151601,151601,197081,1.61237E+12,2021-02-03 1718.01,gCHjD8rXNo6PE44W7
University of Sheffield,Springer Nature,Unclassified,2017,1 year,"£336,462",N/A,34330,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,336462,336462,437400,1.61237E+12,2021-02-03 1718.01,MtG2WWRybGZE48LYb
University of Sheffield,Springer Nature,Unclassified,2018,1 year,"£356,325",N/A,34330,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,356325,356325,463222,1.61237E+12,2021-02-03 1718.01,ZXN2jrYyYgCbXrC4T
University of South Wales,Taylor & Francis,Unclassified,2010,1 year,"£ 57,883",N/A,20415,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,57883,57883,75247,1.61237E+12,2021-02-03 1718.01,8beTFsp63wqxBAri7
University of South Wales,Elsevier,Unclassified,2011,1 year,"£ 155,881",N/A,20415,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,155881,155881,202645,1.61237E+12,2021-02-03 1718.01,McSLemp8fYarLDyNB
University of South Wales,Wiley,Unclassified,2012,1 year,"£ 104,107",N/A,20415,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,104107,104107,135339,1.61237E+12,2021-02-03 1718.01,AAtrfwQ9eY3DutH4Y
University of South Wales,Taylor & Francis,Unclassified,2014,1 year,"£ 80,387",N/A,20415,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,80387,80387,104503,1.61237E+12,2021-02-03 1718.01,mC5YdJBoR552wund9
University of South Wales,Sage,Unclassified,2014,1 year,"£ 90,038",N/A,20415,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,90038,90038,117049,1.61237E+12,2021-02-03 1718.01,XeRdZhGXYeWTadiCT
University of South Wales,Wiley,Unclassified,2014,1 year,"£ 96,577",N/A,20415,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,96577,96577,125550,1.61237E+12,2021-02-03 1718.01,tQ25cSd69a6brBFcq
University of South Wales,Elsevier,Unclassified,2016,1 year,"£201,765",N/A,20415,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,201765,201765,262294,1.61237E+12,2021-02-03 1718.01,YnK4AakCCAx558LbF
University of South Wales,Elsevier,Unclassified,2018,1 year,"£210,368",N/A,20415,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,210368,210368,273478,1.61237E+12,2021-02-03 1718.01,ff6Rg3ovpPNws9Kw4
University of South Wales,Royal Society of Chemistry (RSC),Unclassified,2015,1 year,"£21,069",N/A,20415,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,21069,21069,27389,1.61237E+12,2021-02-03 1718.01,fD92nYhBJ3mqYevbE
University of South Wales,Wiley,Unclassified,2015,1 year,"£98,796",N/A,20415,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,98796,98796,128434,1.61237E+12,2021-02-03 1718.01,ojB3oqmNvfEu6usvy
University of Southampton,Oxford University Press (OUP),Unclassified,2011,1 year,"£ 69,375",N/A,29770,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,69375,69375,90187,1.61237E+12,2021-02-03 1718.01,EdQhkPyRSyjkz4hgN
University of Southampton,Oxford University Press (OUP),Unclassified,2013,1 year,"£ 90,773",N/A,29770,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,90773,90773,118004,1.61237E+12,2021-02-03 1718.01,ndWEqnFFjbqd3nfTm
University of Southampton,Springer Nature,Unclassified,2014,1 year,"£ 241,545",N/A,29770,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,241545,241545,314008,1.61237E+12,2021-02-03 1718.01,sxz5uwdCyNneZ9apA
University of Southampton,Cambridge University Press (CUP),Unclassified,2018,1 year,"£1,171",N/A,29770,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,1171,1171,1522,1.61237E+12,2021-02-03 1718.01,b5NKoRJFG888zkGD2
University of Southampton,Elsevier,Unclassified,2018,1 year,"£220,606",N/A,29770,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,220606,220606,286787,1.61237E+12,2021-02-03 1718.01,2XCqxNJjjKGRCN4fe
University of Southampton,Institute of Physics Publishing (IOP),Unclassified,2017,1 year,"£2,625",N/A,29770,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,2625,2625,3412,1.61237E+12,2021-02-03 1718.01,uA2nHetqr54Cyagzy
University of Southampton,Institute of Physics Publishing (IOP),Unclassified,2019,1 year,"£67,904",N/A,29770,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,67904,67904,88275,1.61237E+12,2021-02-03 1718.01,bAPjxYgHsD4WeDHYq
University of Southampton,Oxford University Press (OUP),Unclassified,2018,1 year,"£34,661",N/A,29770,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,34661,34661,45059,1.61237E+12,2021-02-03 1718.01,PJvpyQhgupf4h8Lzf
University of Southampton,Springer Nature,Unclassified,2019,1 year,"£140,052",N/A,29770,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,140052,140052,182067,1.61237E+12,2021-02-03 1718.01,ceJmwuGEv5Euu7Cmd
University of St Andrews,Elsevier,Unclassified,2010,1 year,"£315,189",N/A,12250,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,315189,315189,409745,1.61237E+12,2021-02-03 1718.01,hinAkvSzLQdbhkDLh
University of St Andrews,Royal Society of Chemistry (RSC),Unclassified,2011,1 year,"£ 15,557",N/A,12250,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,15557,15557,20224,1.61237E+12,2021-02-03 1718.01,ZcmFCoEEKuokroPZc
University of St Andrews,Springer Nature,Unclassified,2011,1 year,"£ 78,823",N/A,12250,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,78823,78823,102469,1.61237E+12,2021-02-03 1718.01,tShdXxNozdaE4hQkt
University of St Andrews,Cambridge University Press (CUP),Unclassified,2012,1 year,"£ 24,771",N/A,12250,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,24771,24771,32202,1.61237E+12,2021-02-03 1718.01,TjncspePWgbTYPNFb
University of St Andrews,Royal Society of Chemistry (RSC),Unclassified,2012,1 year,"£ 21,846",N/A,12250,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21846,21846,28399,1.61237E+12,2021-02-03 1718.01,LEzA9AYRYXgpmStzg
